0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
0.0,0.7983694431185242,1.6785811153788535,2.4625380168475095,3.1678716458961085,1.7709690693965285,1.178928547981793,1.2038947654310548,1.2318081322947723,1.437680891439079,0.40621935491301864,0.7749623037528731,1.0,1.3508207556448855,0.4344414537892744,0.684976375184507,0.9197625632762688,1.5582413636239996,1.1685200441089658,1.0739313813731381,1.1497320786562486,0.7202553056954432,0.8520097886096647,0.7498819548273163,0.7983694431185242,A
0.0,2.4123081828884905,4.980152917022035,7.127951480453015,9.00010683697272,5.9552820768948145,3.9894090559109903,2.9929404116507747,2.683281572999748,5.397470917725478,2.5130428996307677,1.140175425099138,1.0,4.927356913584215,2.3439775530560802,0.7442084075352507,0.5132850460139459,4.804845310885509,3.3180740474882997,2.2574662447429525,1.9699668095603111,1.6870547845739468,2.0554804791094465,1.8584526235140229,1.947384834157772,A
0.0,0.6027278971285887,1.3099702666272675,1.8887233302166169,2.3708457303804207,1.7701544180758366,1.3881901250204958,1.0959105686599786,1.200155819321072,1.717810009348908,1.2300252745149596,0.8642692439088938,1.0,1.6006001849232059,1.222852246107274,0.823011583331816,0.9105324119811268,1.534418827755814,1.2883471985599997,0.9533531758708582,0.9333960677517973,0.3042411640998826,0.4212784864088389,0.3899502512757727,0.40565488546651013,A
0.0,0.6034439125111855,1.3419987162017197,1.9130990658059892,2.3661391088310877,1.7128984042355857,1.4319182005589155,1.0952582268207933,1.1821374792139123,1.6619701300007539,1.2741023291471443,0.8749008739559458,1.0,1.54610533195644,1.2599341491959855,0.8350728504848427,0.894832024691336,1.4605000475678704,1.3135056987662004,0.9681975539242634,0.9234967420517042,0.2763547343856885,0.39413462046275394,0.37278068055152386,0.38524474136214404,A
0.0,0.5675298493841014,1.2870175427620962,1.8382362536386119,2.237149584572854,1.5790391593785702,1.4465884666593043,1.1272690078639982,1.1922301678016338,1.490268868164201,1.3024986090150108,0.8830179856963912,1.0,1.377095507799013,1.2703418108069235,0.8386980576164458,0.8850117421812709,1.2993107634626002,1.2641239654619694,0.9561147302413936,0.9199355676972187,0.26616912851887964,0.3682521163999823,0.3409641714536813,0.3636245819590876,A
0.0,0.5525402693444629,1.2745729076486685,1.8446226901040548,2.236146264343665,1.5278613611554686,1.4794533781631622,1.1265739326437858,1.1702315650469461,1.4175518048838445,1.3183222410569115,0.9085716349288113,1.0,1.3022095059425467,1.2770427465822267,0.850122634566893,0.8802304731582173,1.2497181252104488,1.2482043681495993,0.9378114052284107,0.8936518015810268,0.2439664761431147,0.3742274913084725,0.3280632811218268,0.35777400791483444,A
0.0,0.5462600113499065,1.2994152531042569,1.8874956953593298,2.330356195949452,1.636630685279975,1.5019187727703518,1.1342310170331262,1.205752876836709,1.5285025351630923,1.3601470508735445,0.8963035200198647,1.0,1.40071410359145,1.3280060240827223,0.8677326777297257,0.897284793139837,1.3555810562264434,1.3245074556226553,0.9953893710503443,0.9391911413551557,0.2772724292099739,0.41201941701817885,0.3684562389212591,0.39849717690342545,A
0.0,0.5289944266338976,1.2397427111858788,1.7959413281986774,2.178728020050907,1.4788427787380998,1.4751528802544411,1.1172525292368245,1.209474429556829,1.3239052028093674,1.3275944362431078,0.9041547476587216,1.0,1.205771475808146,1.2575373646888575,0.8599936952984285,0.8847822190695661,1.1884070628876693,1.2204013854643792,0.9445942223142769,0.895808823831351,0.3009208895665592,0.3835092879604462,0.2944663864805436,0.37015927259459347,A
0.0,0.5316015166536203,1.2528333762612,1.8162254324864524,2.2374702308178245,1.5161122678377588,1.4876843536652913,1.1146184743183536,1.1871459283453802,1.4051746511390937,1.3616436947018327,0.9039585526159299,1.0,1.2968726898280696,1.3262869558705306,0.8875008766229079,0.9193119591096383,1.2844789999304964,1.329328259055915,1.0391082437028702,0.9918115305492667,0.26565321418092747,0.3848662241705962,0.3481757862159746,0.3756903783826723,A
0.0,0.5094765571262245,1.1625903565098477,1.6364147093613106,1.9724416543696373,1.3408220607269747,1.418485642610577,1.0580389726230415,1.1380433142103024,1.2288663927989796,1.304371048063759,0.8673909610943621,1.0,1.1328129452460483,1.2008970072623446,0.8007224033980131,0.8855447986709915,1.11536867696839,1.1229777611545715,0.8541127887738903,0.8789404283238446,0.21719463879449516,0.33415403104842006,0.25493064796858933,0.30725078973013586,A
